,abstract,doi,journal,keywords,scopus_id,title,year
225,"Copyright © FrancoAngeli. Among the critical issues that have emerged significantly in recent weeks, the crisis in the procurement of antiCovid sanitary material is of great importance, characterized by delays, lack of supplies, prices out of control, difficulties in finding uniform material throughout the national territory. In our opinion, these “inconveniences” are evidence of a lack of “governance capacity” which characterizes the purchasing processes of medical material as a whole and which also characterized the model chosen to meet the need for supplies pending the pandemic. Phase 2 of the health system, and above all of the procurement chain, requires first of all to reflect on the new political agenda of the health system, restoring the correct order of priorities: • health protection, as well as health education policies, represent the essential conditions for long-term economic and social sustainability; • the health policy choices must take into account the consequences in terms of sustainability of the supply markets, the presence of local suppliers, the implications of any opportunistic behavior of private operators; • institutional collaboration, and not the opposition, between multiple levels of government, between citizens and institutions, between political forces, is fundamental for overcoming emergency situations and for reinventing systems for responding to complex and often unpredictable needs. With specific reference to procurement, supply chains and their complexity must be revisited, paying greater attention to factors such as (a) location of key suppliers, (b) reliability of suppliers (e.g. vendor rating), (c) availability of sources alternative qualified procurement, (d) ability of suppliers to operate during an emergency even for long periods.",10.3280/MESA2020-113014,Mecosan,Public procurement | Supply chain governance | Vendor rating,85090597520,Beyond the miracle of emergency. Toward Phase 2 of the NHS with some reflections,2020.0
226,"© The Author(s) 2020. The Department for Business, Energy & Industrial Strategy and the Committee on Climate Change place high dependency on the electrification of heat and use of heat pump systems to achieve net zero emissions by 2050. Energy efficient buildings are essential for effective heat pump operation. However, the UK’s housing stock is amongst the least energy efficient in Europe. Household electricity demand will increase with heat pump use, meaning reinforcement to infrastructure and generation capacity. This study uses dynamic simulation modelling to determine the optimum energy efficient retrofit required to minimise energy use and electrical demand for an average semi-detached dwelling using a heat pump. Solid wall insulation is found to be critical in energy abatement, although the heat pump operates at a high demand compared with low voltage network design. A whole house retrofit in-line with current Building Regulations reduces the heating demand and emissions by 65%, and lowers the input electrical demand for the heat pump to under 1 kW. Solid wall insulation and low U-value glazing are the cost-optimal solution, achieving similar abatement. Measures that exceed building regulations are shown to lower heat demand and carbon emissions by almost 80%, highlighting scope for improvement in retrofit standards. Practical application: At present, UK policy makers have a preferred alternative to high carbon fossil fuels that is a system heavily reliant on heat pumps powered by low carbon electricity. Heat pump systems require energy efficient buildings to operate effectively. A key factor when improving building efficiency is fabric standards, which can dramatically impact the heat transfer coefficient. Retrofit of energy efficiency measures is key to future net zero success and will have large implications to consumers and supply chains alike.",10.1177/0143624420975707,Building Services Engineering Research and Technology,"energy efficiency, sustainability, dynamic thermal modelling | heat pump | insulation | low carbon | Residential | retrofit",85096911706,Residential retrofit in the UK: The optimum retrofit measures necessary for effective heat pump use,2020.0
227,"© 2020 China Agricultural University For small farmers wishing to sell their products under the “local agriculture” marketing concept, connecting with consumers can be challenging. One approach to mitigating this disconnect between where production occurs and where consumers reside is through a network of regional consolidation points. In this study, we utilize optimization models to assist the Missouri Coalition of Environment (MCE) in helping farmers from Missouri and Illinois route products from their farms to a central hub in St. Louis. The aim of this study was to minimize the ton-miles traveled by farmers and MCE vehicles in delivering agricultural products from farms to regional hubs to the central hub. Given historical data about variability of plant and animal production in the Greater Plains region, a robust optimization approach was incorporated to increase the likelihood that the network can accommodate uncertainty in agricultural production. GAMS/CPLEX was used to solve the model under different configurations and identify potential locations for regional hubs. Computational testing determined that the capacity of hubs plays a key role in the optimal assignments: given the assumed model constraint that farmers can travel only to their nearest regional hub, solutions may sacrifice a better objective function value in order to accommodate farmers’ travel requirements.",10.1016/j.inpa.2020.09.004,Information Processing in Agriculture,Optimization | Robustness and sensitivity analysis | Supply chain management,85092216325,Network design for local agriculture using robust optimization,2020.0
228,"© 2020, Emerald Publishing Limited. Purpose: The emergence the fourth industrial revolution, known as well as industry 4.0, and its applications in the manufacturing sector ushered a new era for the business entities. It not only promises enhancement in operational efficiency but also magnify sustainable operations practices. This current paper provides a thorough bibliometric and network analysis of more than 600 articles highlighting the benefits in favor of the sustainability dimension in the industry 4.0 paradigm. Design/methodology/approach: The analysis begins by identifying over 1,000 published articles in Scopus, which were then refined to works of proven influence and those authored by influential researchers. Using rigorous bibliometric software, established and emergent research clusters were identified for intellectual network analysis, identification of key research topics, interrelations and collaboration patterns. Findings: This bibliometric analysis of the field helps graphically to illustrate the publications evolution over time and identify areas of current research interests and potential directions for future research. The findings provide a robust roadmap for mapping the research territory in the field of industry 4.0 and sustainability. Originality/value: As the literature on sustainability and industry 4.0 expands, reviews capable of systematizing the main trends and topics of this research field are relevant.",10.1108/JEIM-01-2020-0024,Journal of Enterprise Information Management,Fourth industrial revolution | Smart manufacturing | Sustainability | Sustainable operations | Sustainable supply chain,85087620838,Sustainable manufacturing and industry 4.0: what we know and what we don't,2020.0
229,"© 2020 Italian Association of Chemical Engineering - AIDIC. All rights reserved. Liquefied natural gas (LNG) is a viable, environmental-friendly alternative marine fuel. Several LNG-fueled vessels are already operating, and the LNG market is expected to grow further in the next years. A capillary marine LNG infrastructure network is developing to strengthen the fuel supply chain, which includes smallscale LNG storage and bunkering installations. However, safety remains a crucial aspect for the expansion of sustainable and reliable LNG technologies due to flammability hazards of natural gas. Storage tanks are vulnerable units from a safety point of view: External fires might affect LNG tanks leading to their catastrophic failure with a possibility of accident escalation. The present contribution aims at the evaluation of thermal response of storage tanks exposed to high levels of thermal radiation from distant sources, such as a pool fires generated after the ignition of LNG spills. A two-dimension computational fluid dynamic (CFD) approach is applied to predict tank pressurization rate and temperature distribution for a set of case studies. The results obtained give insight about the dynamic response of pressurized cryogenic vessels involved in process accidents, providing a useful contribution to emergency response planning as well as identifying important safety aspects regarding LNG storage and distribution chain.",10.3303/CET2082063,Chemical Engineering Transactions,,85094210857,LNG Tanks exposed to distant pool fires: A cfd study,2020.0
230,"Copyright © 2020 Inderscience Enterprises Ltd. Small and medium scale enterprises (SMEs) are the backbone of the world economy. In today's challenging and dynamic business environment, popularly referred to as VUCA short for volatility, uncertainty, complexity and ambiguity, SMEs need to continually adapt and adopt technological solutions to stay competitive. Cloud computing is a disruptive information and communication technology (ICT) tool, which can be leveraged by SMEs for this purpose. However widespread adoption of cloud computing in SMEs is elusive. In this paper, we analyse the attributes that influence the adoption of cloud computing in SMEs using techniques like importance performance analysis (IPA), analytic hierarchy process (AHP) and fuzzy-AHP. IPA technique is used to identify the areas of improvement for service providers as also improve their efficiency. AHP technique has been used to rank different attributes of the technology in the order of preference from an SME's perspective. Both results are studied conjointly thereby re-iterating the importance of certain attributes of the technology so as to help managers devise strategies to increase the adoption of cloud-based technologies.",10.1504/IJISM.2020.110732,International Journal of Integrated Supply Management,AHP | Analytic hierarchy process | CBSCM | Cloud-based supply chain management | Fuzzy-AHP | Importance performance analysis | Industry 4.0. | IPA | Small and medium scale enterprises | SMEs,85095748249,"Cloud-based technology for small and medium scale enterprises: A decision-making paradigm using IPA, AHP and fuzzy-AHP techniques",2020.0
231,"© 2020, World Academy of Research in Science and Engineering. All rights reserved. Palm oil industry remains as one of the major contributors to the Malaysia GDP. This industry supplies more than 17 million tons of worldwide requirement. The increasing demand of palm oil every year has created tremendous pressure for the palm oil supplier to ensure a sustainable supply of this commodity for market consumption. One of the critical areas for sustainable operation in this industry is to ensure no interruption at the upstream process of evacuation of the oil palm Fresh Fruit Bunch (FFB). The efficiency in the FFB evacuation process will ensure continuous and sustainable operation at the processing center. The study has adopted a quantitative research method using a mass survey to extract the information. Seventy-four (74) respondent which is a manager from thirteen (13) plantation estate has contributed to the survey. The result suggests six (6) values that critically influence the efficiency of FFB evacuation process identified based on priority as driver skills, terrain, insufficient labor, wheelbarrow, not regular maintenance the road, and harvest technique. The findings in this study serves as a reference for future research in order to improve and enhanced the efficiency of evacuation process of FFB. It helps to provide a knowledge to the palm oil producer to tackle the main issue related to the efficiency of FFB evacuation process in Malaysia.",10.30534/ijatcse/2020/2091.12020,International Journal of Advanced Trends in Computer Science and Engineering,Logistics management | Network supply | Palm oil Industry | Supply Chain Management,85081230762,A study on the crop evacuation process of oil palm fresh fruit bunch (FFB),2020.0
232,"© The Author(s) 2020. Decisions regarding neutralizing airborne threats in the combat environment require comprehensive knowledge of resources at hand and enemy intentions. The complexity of the situation has resulted in the emergence of various models encompassing important factors of threat neutralization. Various characteristics of airborne threats considered important for their assessment have already been identified in previous literature, which include speed, distance, approach angle, maneuverability, and so on. Due to the possible extent of loss to critical assets, literature has emphasized on identifying as many useful characteristics of threats as possible. This study is also a step in this direction to improve the weapon assignment for threat neutralization. Weapon assignment based on a well-calculated threat index is a key to success in military conflicts. The purpose of this article is to identify new factors through the involvement of experts. In this study, a set of factors has been identified through a survey of relevant literature and semi-structured interviews followed by its refinement through a three-round Delphi study. The results suggest that airborne threats are considered different from other threats due to their lethality and consequences. The top-level decision-makers require a comprehensive understanding of the criticality of the situation and the effects of poor decisions. Besides other factors, weapon stock, supply chain information, and analysis of vulnerable assets/points in threat neutralization are critical to accomplish higher efficiency. The shortlisted factors yield a foundation of a comprehensive framework for decision making in a highly dynamic environment of air defense.",10.1177/2158244020963066,SAGE Open,air defense | airborne threats | decision factors | Delphi study | threat evaluation | threat neutralization | vulnerable assets,85091749868,Critical Success Factors for Neutralization of Airborne Threats,2020.0
233,"© 2020 Yan et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. Complexity modelling of economic efficiency and growth potential is increasingly essential for countries and provinces. Evaluating the monetary flows, kinetic energy (efficiency) and potential capacity (resilience) provides crucial information for economic development. In the paper, the authors analyze growth opportunities for the Chinese economy from a system science point of view, using the perspective of information entropy, based on the input-output tables. Over the past four decades of reform and opening-up, China has made remarkable progress in its economic development. In 2007, China's GDP was at its fastest pace in history at 14.2% growth. However, after the financial crisis in 2008, the global economy experienced a downward trend and China's economic development also settled on a medium-low level of development. The traditional perspective is to rank regional development only based on GDP growth, whereas here, the authors advocate another evaluation method based on efficiency and potential growth. Unbalanced regional economic development has become problematic and has become a barrier for sustainability of China's economy. The results of the research indicate firstly that China's regional development in 2007 and 2012 has been unequal between the provinces. Secondly, the authors found that Shandong province had significantly higher indicators for efficiency and potential growth than others in the same circumstances. Authors observe that provinces tend to carry out industrial policies and adjust the structure of industry on a local level. This analysis demonstrates that the spatial imbalance of efficiency and potential of economic development under the perspective of provincial-level regions. From the perspective of industry, it indicates that the supply chain is too short, mainly focusing on the mining and processing of resources and minerals in the original upstream industry chain, while the downstream is not fully utilized. These represent some unique insights yielded through this type of analysis that authors advocate applying more broadly.",10.1371/journal.pone.0227206,PLoS ONE,,85078687898,Complexity theory for the modern Chinese economy from an information entropy perspective: Modeling of economic efficiency and growth potential,2020.0
234,"© 2020, Emerald Publishing Limited. Purpose: The purpose of this study is to understand the different types of risks affecting the demand for the automotive sector in India. The study is further trying to illustrate an approach for analyzing the relative intensities of these risks in the present uncertain business environment. Design/methodology/approach: Risk on the overall demand is assessed by a combined Bayesian – multi-criteria decision-making approach. Data related to the different factors, affecting their product demand is collected from major automobile firms. Then, weights for these factors are evaluated by applying the analytic hierarchy process approach. Further, these weights are used in the Bayesian analysis network to evaluate the risk intensity for different subgroups, namely, political, economic, social, technological and environmental. Findings: From the literature and experts’ opinion, total 16 risk factors have been finalized and these are further grouped into 5 categories i.e. political, economic, social, technological and environmental. It is observed that the demand for organizations functioning in the automotive sector is more vulnerable to economic risk as compared to other risks considered in the study. Practical implications: Managers and decision makers of associated organizations can use the proposed framework to assess the demand risks so as to pre-evaluate their demand corresponding to future changes. Factors can be added or removed and importance could be assigned to different risk factors according to the prevailing business environment for an organization or sector. This will also help the organizations to conduct a more effective risk management in an uncertain business environment. Originality/value: The study will help in better understanding of the various demand risks prevalent in the Indian auto sector. The methodology used, provides a novel approach for assessing the macroeconomic demand risks and can be used by the firms working in the automotive sector. The proposed methodology could be used for assessing supply chain risk or any other business initiative risk. The suggested approach will help managers in devising flexible management techniques so as to mitigate the risk.",10.1108/IJOA-03-2020-2076,International Journal of Organizational Analysis,Automotive industry | Bayesian analysis | Demand | Macroeconomics | MCDM | Risk modelling,85088317698,Analysis of demand risks for the Indian automotive sector in globally competitive environment,2020.0
235,"© 2019 Elsevier Ltd Building-related energy problems place considerable challenges in securing environmental sustainability. Accelerating globalization further exacerbate regional inequities hidden behind the global supply chains. Therefore, the energy use of construction industry embodied in interregional trade needs to be revealed considering the regional disparities. China, as the largest developing country, suffers from massive spending on infrastructure construction. Therefore, investigating the interactions between China's construction industry and the rest of the world is imperative. Previous researches fail to provide a holistic view of energy interactions induced by the global construction industry. This study details the global supply chain of the construction industry by merging 31 Chinese regions into the complex global trading network, which is beneficial for making fair energy reduction strategies. Results show that both embodied energy use and direct energy use exhibit a strong positive linear correlation with GDP. Interregional trade increases the inequality of energy use in the global construction industry, in which 81.67% of the regions possess an energy inequality indicator of the construction industry over 0.80, thus proving that the construction industry consumes a large amount of non-local energy. There is no significant relationship between the embodied intensity and GDP, whereas a weak linear correlation exists between intensity and embodied energy use. In China, Shanxi, Xinjiang, and Inner Mongolia represent a high intensity. There is a weak positive correlation between urbanization rate and embodied energy values. The findings of this research are critical in understanding the connections between province-level construction activities and the global trading network, which is beneficial for customizing and prioritizing policy recommendations for sustainable development of the global construction industry.",10.1016/j.apenergy.2019.113838,Applied Energy,Construction industry | Global supply chain | Interregional trade | Multi-regional input-output analysis,85072553129,Embodied energy use in the global construction industry,2019.0
236,"© 2019 Elsevier Ltd The United Nations define Supply Chain Sustainability as “the management of environmental, social and economic impacts, and the encouragement of good governance practices throughout the lifecycles of goods and services.” (UN, 2015). We deal with the logistic network, an important component of the Supply Chain, in industries either generating or using hazardous material (HM) in some stage of their productive processes. A major concern when transporting HM or locating hazardous facilities is to minimize risks and hazards to the population and environment. Most studies on this issue only consider one type of HM and fail to differentiate populations with different degrees of vulnerability. This work addresses both the problem of locating hazardous facilities and routing HMs across a large, densely populated urban area, minimizing the associated costs and hazards imposed on the population. Populations, aggregated in centers, were differentiated into vulnerable populations, which are the hardest to evacuate in a short period of time, and non-vulnerable populations. Several types of HMs with different degrees of hazard were considered. We propose a multi-objective programming model with multiple origin-destination (OD) pairs that considers maximizing the minimum weighted distance between hazardous facilities and the exposed vulnerable population, maximizing the minimum weighted distance from HM transportation arcs to the exposed vulnerable population, minimizing the total hazard imposed on the non-vulnerable population, and routing and location costs. The methodology has been tested in the transportation network in the city of Santiago, Chile.",10.1016/j.jclepro.2019.118193,Journal of Cleaner Production,Hazmat | Location-routing problem | Multi-product | Urban networks,85071881353,A multi-product maximin hazmat routing-location problem with multiple origin-destination pairs,2019.0
237,"© 2019 Elsevier Ltd The current approaches to supply chain management generate large amounts of food waste due to the growing urbanization levels, increasing consumer demand for organic products and the growth of e-commerce distribution channel. These trends require the organizations to rethink their approaches to supply chain management, so that they could cope with the upcoming challenges. This research paper focuses on the ways a logistics cluster can provide the abilities to share information and thus improve the forecasting accuracy. The main novelty of the paper has been to work out a collaborative technological strategy which promotes information sharing in order to improve forecasting accuracy and inventory control for better alignment of demand and supply. The secondary contribution of the article is the determination of the influence of information sharing on forecasting accuracy in different market sizes, types and the consideration of consumer integration. Lastly, a sensitivity analysis has been completed to identify the optimal size of the logistics cluster the determination of which provides support when implementing the proposed strategy in practice. For the results validation we have implemented an agent-based model of the food supply chain. Our results have confirmed that information sharing increases the forecasting accuracy in multiple scenarios. Moreover, consumer integration is beneficial in a perfect competition market; however, its positive effect is less significant in an oligopoly market. These findings should be taken into consideration when developing e-commerce business strategy and forming logistics clusters. The usage of machine learning algorithms in the forecasting process provides adaptation capabilities for the supply chain members. The adaptation emerges as system resilience and it improves the alignment of demand and supply, reduces food waste levels and maintains higher nutrition value. The proposed strategy can ensure a long-term sustainable development to logistics cluster members.",10.1016/j.jclepro.2019.118225,Journal of Cleaner Production,Agent-based modelling | Collaborative forecasting | Food industry | Logistics cluster | Sustainable development,85071888656,Forecasting accuracy influence on logistics clusters activities: The case of the food industry,2019.0
238,"Copyright © 2019 by Science Press. Under the new economic form, the global political and economic situation is changing rapidly, and a variety of human and natural factors lead to the increasingly severe living environment faced by the commercial supply chain. As a typical complex network with great uncertainties in timeliness and operating environment, the research of cross-border supply chain network robustness has certain theoretical significance and practical application scenarios. Firstly, this paper clarifies the connotation of supply chain robustness and cross- border supply chain network, analyses the robustness of cross-border supply chain networks. Secondly, based on the idea of minimum and maximum regret value, this paper constructs a robust location model for overseas warehouses, and solves the model by using scenario relaxation algorithm. The results show that the constructed model and algorithm are suitable for cross-border supply chain network scenarios.",10.16097/j.cnki.1009-6744.2019.06.028,Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/Journal of Transportation Systems Engineering and Information Technology,Location optimization model | Logistics engineering | Minimum and maximum regret value | Over-seas warehouse | Scenario relaxation algorithm,85080081401,Robust Location Model and Algorithms for Over-seas Warehouse in Cross-border Supply Chain Network,2019.0
239,"© 2019 The management of the blood supply chain is considered of vital importance. The unavailability of blood may cause deaths and complications for patients. Conversely, wastage of blood generates high costs. Optimal decision making in the supply chain of blood products is required to minimize the levels of shortage and wastage. Due to the complexity and importance of the blood supply chain, many authors have developed research in this area. The aim of this paper is to provide a review of studies dealing with the blood supply chain. Thus, papers published between 2005 and February 2019 are analyzed and classified. The main contribution of this survey is providing an update of the literature review on blood supply chain according to a new taxonomy as well as a critical analysis of the state of the art in this topic. The proposed categorization includes: decision-making environments, issues in the design of the blood supply chain, operational processes, planning decisions, modeling and solution methods and data characteristics. The drawbacks and gaps in the current literature are highlighted, and potential directions for future research are discussed.",10.1016/j.cor.2019.07.014,Computers and Operations Research,Blood supply chain | Health care | Literature review | Metaheuristics | Optimization | Perishable products | Simulation | Stochastic programming,85069964067,Survey on blood supply chain management: Models and methods,2019.0
240,"© 2019, Global Institute of Flexible Systems Management. Healthcare supply chains (HSCs) have often been considered different from the usual supply chains (SCs) due to their high level of complexity, the presence of high-valuable medical materials and, finally, the fact that they deal with human lives. Furthermore, HSCs are not excluded from the increasing competitivity that is typical of the modern environment: International Healthcare systems are under increasing pressure to reduce waste and eliminate unnecessary costs while improving the quality and consistency of the care they provide to patient. The aim of this work is to analyse the impact of severe disruptions on SC performance in a Healthcare Supply Chain. More specifically, the objective of this study is to develop an approach to firstly analyse the effects of disruptions in terms of financial and operational performances, and successively to test different proactive and reactive mitigation strategies with the aim to maintain the highest service level, closed to 100%, in order to avoid shortages in hospitals’ wards. Disruptions can have a crucial impact on HSCs, because human lives can possibly be at the stake. Considering that the occurrence of disastrous events has been increasing in the last years, it is becoming inevitable to consider this risk in designing and planning HSCs that are more flexible and resilient. This work demonstrates that for long-lasting disruption, activating a backup supplier represents the most efficient mitigation strategy; on the other hand, for small-scale and short-duration disruptions, lateral transshipment represents a good way to mitigate the negative impacts of disruptions against a little increase in costs.",10.1007/s40171-019-00223-8,Global Journal of Flexible Systems Management,Case study | Centralized distribution network | Disruption | Healthcare supply chain | Mitigation strategy | Simulation,85075855053,Healthcare Supply Chain Simulation with Disruption Considerations: A Case Study from Northern Italy,2019.0
241,"© 2019 Elsevier Ltd This study examines the contours of electronic waste (“e-waste”) governance in Ghana, one of the top five importers of e-waste in the world, as well as the site of one of the most intensive e-waste scrapyards in the world, Agbogbloshie. At Agbogbloshie, despite the intentions of national Ghanaian regulations and hazardous waste laws, most e-waste is untreated or crudely processed via burning or acid baths. These practices release dioxins, furans, and heavy metals into the environment, invariably harming scrapyard workers, their families, and the greater urban community of Accra. However, the scrapyard also provides a critical source of livelihood for some of Ghana's most poor, vulnerable, and unskilled migrants. The aim and objective of this study is to humanize the conundrums and challenges that e-waste invokes in places such as Ghana. Based on extensive and original field research—including expert interviews, community interviews with scrapyard workers and families, and naturalistic observation at waste sites and other parts of the e-waste supply chain—this study asks: What benefits has e-waste brought communities in Ghana? What risks has it created? And, critically, what policies need implemented to make e-waste more sustainable? It documents ten ostensible benefits of e-waste alongside ten very real and growing risks. Then, it identifies a concert of fifteen different policy recommendations as well as four research gaps. It concludes by emphasizing the duality of the e-waste phenomenon and e-waste policy, and by underscoring the political economy dynamics of e-waste activities and practices.",10.1016/j.resourpol.2019.101459,Resources Policy,Digital divide | Digital society | Electronic waste | Informal economy | Informal recycling | Waste electrical and electronic equipment,85070913310,Toxic transitions in the lifecycle externalities of a digital society: The complex afterlives of electronic waste in Ghana,2019.0
242,"© 2019 by the authors. Over the last decade, the bioeconomy has become increasingly important and visible in international policy agendas, with several strategies being recently developed. The implementation of bio-based technologies mostly takes place on a regional scale. Therefore, from a regional perspective, a key question revolves around what main challenges are associated with technological developments that could catalyze the implementation of sustainable bioeconomy regions. In this study, a cross-cutting analysis was carried out to determine these challenges. First, interviews were conducted with industry practitioners and scientists working in the bioeconomy field. These interviews were supplemented with a literature review to determine the status quo of bioeconomy strategies and their implementation, particularly on a regional level. A multidisciplinary workshop was then organized to identify the most relevant challenges in the short-and mid-term associated with establishing bioeconomy regions. The results show that there is a three-pronged challenge in innovative technological development from a regional perspective: (1) Resources: The establishment of sustainable regional feedstock strategies and supplies for supporting the bio-industrial sector; (2) collaborators: The establishment of a regional ""critical mass"" by fostering supply chain clusters and networks; and (3) neighbors: Understanding the local dynamics of societal trends and preferences and social acceptance of bio-technologies and their representative bio-based products.",10.3390/su11247235,Sustainability (Switzerland),Bioeconomy | Innovation | Life cycle thinking | Regional bioeconomy | Regional management | Systems assessment | Technological assessment | Technological development,85078976453,"Resources, collaborators, and neighbors: The three-pronged challenge in the implementation of bioeconomy regions",2019.0
243,"© 2019 The mission of Renewable and Sustainable Energy Reviews (RSER) is to communicate the most significant and relevant critical thinking in renewable and sustainable energy research and development, bringing together the research community, the private sector and policy and decision-makers. The aim of the journal is to share problems, solutions, novel ideas and technologies that support the transition to a low-carbon future and achieve the global emissions targets as established by the United Nations Framework Convention on Climate Change (UNFCC). The Process Integration, Modelling and Optimisation for Energy Saving and Pollution Reduction (PRES) 2018 conference brought together the following topics through interdisciplinary dialogue: (a) Process Integration for sustainable development; (b) Process analysis, modelling and optimisation; (c) Total Site Integration; (d) Heat transfer and heat exchangers; (e) Energy-saving and clean technologies; (f) Sustainable processing and production; (g) Renewable and high efficiency utility systems; (h) Footprint minimisation and mitigation; (i) Operations and supply chain management; (j) Waste minimisation, processing and management; (k) Batch process analysis and integration; (l) Process network dynamics, flexibility and control; (m) Industrial implementation and optimisation; (n) Numerical fluid flow and heat transfer simulation; (o) Sustainability and Process Integration teaching, learning and knowledge tools. This Virtual Special Issue (VSI) captures many of the most significant developments in renewable and sustainable energy research.",10.1016/j.rser.2019.109435,Renewable and Sustainable Energy Reviews,Circular economy | Clean technology | Footprint analysis | Heat transfer | Process integration | Process modelling | Process optimisation | Renewable energy | Supply chain management | Sustainable development | Sustainable production | Total site integration | Waste minimisation,85072759966,Process Integration and Circular Economy for Renewable and Sustainable Energy Systems,2019.0
244,"© 2019 by the author. Licensee MDPI, Basel, Switzerland. The majority of commercially oriented microfluidic technologies provide novel point-of-use solutions for laboratory automation with important areas in the context of the life sciences such as health care, biopharma, veterinary medicine and agrifood as well as for monitoring of the environment, infrastructures and industrial processes. Such systems are often composed of a modular setup exhibiting an instrument accommodating rather conventional actuation, detection and control units which interfaces with a fluidically integrated ""Lab-on-a-Chip"" device handling (bio-)sample(s) and reagents. As the complex network of tiny channels, chambers and surface-functionalised zones can typically not be properly cleaned and regenerated, these microfluidic chips are mostly devised as single-use disposables. The availability of cost-efficient materials and associated structuring, functionalisation and assembly schemes thus represents a key ingredient along the commercialisation pipeline and will be a first focus of this work. Furthermore, and owing to their innate variability, investigations on biosamples mostly require the acquisition of statistically relevant datasets. Consequently, intermediate numbers of consistently performing chips are already needed during application development; to mitigate the potential pitfalls of technology migration and to facilitate regulatory compliance of the end products, manufacture of such pilot series should widely follow larger-scale production schemes. To expedite and de-risk the development of commercially relevant microfluidic systems towards high Technology Readiness Levels (TRLs), we illustrate a streamlined, manufacturing-centric platform approach employing the paradigms of tolerance-forgiving Design-for-Manufacture (DfM) and Readiness for Scale-up (RfS) from prototyping to intermediate pilot series and eventual mass fabrication. Learning from mature industries, we further propose pursuing a platform approach incorporating aspects of standardisation in terms of specification, design rules and testing methods for materials, components, interfaces, and operational procedures; this coherent strategy will foster the emergence of dedicated commercial supply chains and also improve the economic viability of Lab-on-a-Chip systems often targeting smaller niche markets by synergistically bundling technology development.",10.3390/mi10120886,Micromachines,Design-for-Manufacture | Functional integration | Lab-on-a-Chip | Microfluidic platform | Scale-up of manufacture | Standardisation | Technology readiness level | Tolerance-forgiving design,85079063157,Efficient development of integrated lab-on-a-chip systems featuring operational robustness and manufacturability,2019.0
245,"© 2019 by the authors. Licensee MDPI, Basel, Switzerland. Container terminals are the typical representatives of complex supply chain logistics hubs with multiple compound attributes and multiple coupling constraints, and their operations are provided with the strong characteristics of dynamicity, nonlinearity, coupling, and complexity (DNCC). From the perspective of computational logistics, we propose the container terminal logistics generalized computing architecture (CTL-GCA) by the migration, integration, and fusion of the abstract hierarchy, design philosophy, execution mechanism, and automatic principles of computer organization, computing architecture, and operating system. The CTL-GCA is supposed to provide the problem-oriented exploration and exploitation elementary frameworks for the abstraction, automation, and analysis of green production at container terminals. The CTL-GCA is intended to construct, evaluate, and improve the solution to planning, scheduling, and decision at container terminals, which all are nondeterministic polynomial hard problems. Subsequently, the logistics generalized computational pattern recognition and performance evaluation of a practical container terminal service case study is launched by the qualitative and quantitative approach from the sustainable perspective of green production. The case study demonstrates the application, utilization, exploitation, and exploration of CTL-GCA preliminarily, and finds the unsustainable patterns of production at the container terminal. From the above, we can draw the following conclusions. For one thing, the CTL-GCA makes a definition of the abstract and automatic running architecture of logistics generalized computation for container terminals (LGC-CT), which provides an original framework for the design and implementation of control and decision mechanism and algorithm. For another, the CTL-GCA can help us to investigate the roots of DNCC thoroughly, and then the CTL-GCA makes for conducting the efficient and sustainable running pattern recognition of LGC-CT. It is supposed to provide a favorable guidance and supplement to define, design, and implement the agile, efficient, sustainable, and robust task scheduling and resource allocation for container terminals by computational logistics whether in the strategy level or the tactical one.",10.3390/info10120383,Information (Switzerland),Case study | Computational logistics | Computational pattern | Container terminal | Green initiative | Logistics generalized computing architecture | Performance evaluation,85076468074,Container terminal logistics generalized computing architecture and green initiative computational pattern performance evaluation,2019.0
246,"© 2020 Elsevier Ltd Multimodal freight terminal (MFT) build a link to connect multiple modes of transport and provide a smooth flow of freight in the supply chain network. The sustainability measure of MFT can be viewed as a lever to uplift freight transportation sustainability. The MFT sustainability assessment involves several subjective criteria, incomplete criteria information, and vagueness in the group decision-making process. To keep above nature of the decision-making problem, this paper use intuitionistic fuzzy (IF) based MCDM framework for sustainability assessment. The IF method is suitable for incorporating experts importance degree in decision-making problem. The proposed sustainability framework includes social, technical, economic, environmental, and political (STEEP) sustainability dimension for assessment of MFT location. The framework considers twenty-five sub-criteria, including four new criteria for location assessment. The importance of STEEP criterion is computed by employing IF-analytic hierarchy process (IF-AHP). The proposed framework is validated with a case of Eastern dedicated freight corridor (EDFC) of India. The sustainability assessment of four alternative locations is measured by employing an IF based TOPSIS method. The computation result of the considered case shows that technical sustainability is the most important criteria for location selection, followed by economic criteria. The experts' varying importance based sensitivity analysis is the novelty of this paper. The sensitivity analysis depicts the robustness of the proposed framework. The managerial and theoretical implications of the study are presented. The resulting analysis helps transport policymakers in investment assessment for freight terminal.",10.1016/j.rtbm.2020.100434,Research in Transportation Business and Management,AHP | Freight transport | Intuitionistic fuzzy set | Multimodal freight terminal | Sustainability measure | TOPSIS,85078929606,Location selection of multimodal freight terminal under STEEP sustainability,2019.0
